trade_name;substance_name;ean_code
Varilrix;Szczepionka przeciw ospie wietrznej, żywa;05909990469116
Varilrix;Szczepionka przeciw ospie wietrznej, żywa;05909990469123
Varilrix;Szczepionka przeciw ospie wietrznej, żywa;05909990469055
Varilrix;Szczepionka przeciw ospie wietrznej, żywa;05909990469062
Varilrix;Szczepionka przeciw ospie wietrznej, żywa;05909990469079
Varilrix;Szczepionka przeciw ospie wietrznej, żywa;05909990469086
Varilrix;Szczepionka przeciw ospie wietrznej, żywa;05909990469130
Varilrix;Szczepionka przeciw ospie wietrznej, żywa;05909990469147
Varilrix;Szczepionka przeciw ospie wietrznej, żywa;05909990469154
Varilrix;Szczepionka przeciw ospie wietrznej, żywa;05909990469161
Haemate P 250 j.m. FVIII/600 j.m. VWF;Czynnik VIII krzepnięcia krwi ludzki + Czynnik von Willebranda;05909990469918
Haemate P 250 j.m. FVIII/600 j.m. VWF;Czynnik VIII krzepnięcia krwi ludzki + Czynnik von Willebranda;05909990937752
Haemate P 500 j.m. FVIII/1200 j.m. VWF;Czynnik VIII krzepnięcia krwi ludzki + Czynnik von Willebranda;05909990470013
Haemate P 500 j.m. FVIII/1200 j.m. VWF;Czynnik VIII krzepnięcia krwi ludzki + Czynnik von Willebranda;05909990937769
Haemate P 1000 j.m. FVIII/2400 j.m. VWF;Czynnik VIII krzepnięcia krwi ludzki + Czynnik von Willebranda;05909990470112
Haemate P 1000 j.m. FVIII/2400 j.m. VWF;Czynnik VIII krzepnięcia krwi ludzki + Czynnik von Willebranda;05909990937776
Septolete D;Benzalkonii chloridum;05909990470211
Septolete D;Benzalkonii chloridum;05909990470228
Septolete D;Benzalkonii chloridum;05909990074730
Corotrope;Milrinonum;05909990470518
Hova;Valerianae radicis extractum siccum + Lupuli floris extractum siccum;05909990470938
Hova;Valerianae radicis extractum siccum + Lupuli floris extractum siccum;05909990470945
Hova;Valerianae radicis extractum siccum + Lupuli floris extractum siccum;05909990470914
Hova;Valerianae radicis extractum siccum + Lupuli floris extractum siccum;05909990470921
Hova;Valerianae radicis extractum siccum + Lupuli floris extractum siccum;05909990470952
Adriblastina PFS;Doxorubicini hydrochloridum;05909990471010
Adriblastina PFS;Doxorubicini hydrochloridum;05909990471027
Adriblastina PFS;Doxorubicini hydrochloridum;05909990929177
Trifas COR;Torasemidum;05909990471225
Trifas COR;Torasemidum;05909990471232
Trifas COR;Torasemidum;05909990471249
Trifas COR;Torasemidum;05909990471218
Trifas 10;Torasemidum;05909990471317
Trifas 10;Torasemidum;05909990471324
Trifas 10;Torasemidum;05909990471331
Trifas 10;Torasemidum;05909990471348
Trifas 10;Torasemidum;05909990471355
Trifas 200;Torasemidum;05909990471416
Trifas 200;Torasemidum;05909990471423
Trifas 200;Torasemidum;05909990471430
Trifas 200;Torasemidum;05909990471447
Trifas 10;Torasemidum;05909990471515
Trifas 20;Torasemidum;05909990471614
Trifas 200;Torasemidum;05909990471713
Calcium Polfarmex (o smaku bananowym);Calcii glubionas + Calcii lactobionas;05909990474516
Calcium Polfarmex (o smaku bananowym);Calcii glubionas + Calcii lactobionas;05909990654475
Calcium Polfarmex (o smaku truskawkowym);Calcii glubionas + Calcii lactobionas;05909990474714
Calcium Polfarmex (o smaku truskawkowym);Calcii glubionas + Calcii lactobionas;05909990654499
Biofazolin;Cefazolinum;05909990471911
Biofazolin;Cefazolinum;05903060623583
Flarex;Fluorometholoni acetas;05909990472017
Celebrex;Celecoxibum;05909990470310
Celebrex;Celecoxibum;05909990470327
MIGTAN;Sumatriptanum;05909991024871
MIGTAN;Sumatriptanum;05909991024888
MIGTAN;Sumatriptanum;05909991024895
MIGTAN;Sumatriptanum;05909991288181
MIGTAN;Sumatriptanum;05909991288198
Hyperherba;Hyperici herba;05909990473113
Hyperherba;Hyperici herba;05909990473120
Hyperherba;Hyperici herba;05909990473137
Telzir;Fosamprenavirum;05909990007448
MIGTAN;Sumatriptanum;05909991024901
MIGTAN;Sumatriptanum;05909991024932
MIGTAN;Sumatriptanum;05902020661443
MIGTAN;Sumatriptanum;05909991288266
MIGTAN;Sumatriptanum;05909991288273
Flavamed max;Ambroxoli hydrochloridum;05909991024949
Legalon 140;Silybi mariani fructus extractum siccum;05909990473410
Legalon 140;Silybi mariani fructus extractum siccum;05909990473427
Liść Ortosyfonu;Orthosiphonis folium;05909990473618
Liść Ortosyfonu;Orthosiphonis folium;05909990473625
Exelon;Rivastigminum;05909991138226
Exelon;Rivastigminum;05909991138233
Exelon;Rivastigminum;05909990066698
Exelon;Rivastigminum;05909990066704
Exelon;Rivastigminum;05909991138240
Exelon;Rivastigminum;05909991138257
MST Continus;Morphini sulfas;05909990476213
MST Continus;Morphini sulfas;05909990476220
MST Continus;Morphini sulfas;05909990476237
MST Continus;Morphini sulfas;05909990476312
MST Continus;Morphini sulfas;05909990476329
MST Continus;Morphini sulfas;05909990476336
MST Continus;Morphini sulfas;05909990476411
MST Continus;Morphini sulfas;05909990476428
MST Continus;Morphini sulfas;05909990476435
MST Continus;Morphini sulfas;05909990476510
MST Continus;Morphini sulfas;05909990476527
MST Continus;Morphini sulfas;05909990476534
MST Continus;Morphini sulfas;05909990476626
MST Continus;Morphini sulfas;05909990476633
MST Continus;Morphini sulfas;05909990476619
Derhotill;Preparat złożony;05909990476718
Derhotill;Preparat złożony;05909990476725
Derhotill;Preparat złożony;05909990476732
Calcium chloratum WZF;Calcii chloridum dihydricum;05909990477111
Calcium chloratum WZF;Calcii chloridum dihydricum;05909990477128
Fluorouracil medac;Fluorouracilum;05909990477821
Fluorouracil medac;Fluorouracilum;05909990477814
Fluorouracil medac;Fluorouracilum;05909990477913
Fluorouracil medac;Fluorouracilum;05909990478019
Tritace 2,5;Ramiprilum;05909990478217
Tritace 2,5;Ramiprilum;05909990863273
Tritace 2,5;Ramiprilum;05909991206758
Tritace 5;Ramiprilum;05909990478316
Tritace 5;Ramiprilum;05909990863280
Tritace 5;Ramiprilum;05909991206765
Controloc 20;Pantoprazolum;05909990820351
Controloc 20;Pantoprazolum;05909990478750
Controloc 20;Pantoprazolum;05909990478774
Controloc 20;Pantoprazolum;05909990478712
Controloc 20;Pantoprazolum;05909990478729
Controloc 20;Pantoprazolum;05909990478736
Controloc 20;Pantoprazolum;05909990478743
Controloc 20;Pantoprazolum;05909990614974
Controloc 20;Pantoprazolum;05909990478767
Controloc 20;Pantoprazolum;05909990614967
Aminoven Infant 10%;Produkt złożony;05909990479412
Aminoven Infant 10%;Produkt złożony;05909990479429
Aminoven Infant 10%;Produkt złożony;05909991440152
Zeffix;Lamivudinum;05909990479511
Zeffix;Lamivudinum;05909990479610
Zeffix;Lamivudinum;05909990479627
Xartan;Losartanum kalicum;05909990481118
Xartan;Losartanum kalicum;05909990419128
Durogesic;Fentanylum;05909990053605
Visipaque;Iodixanolum;05909990482412
Visipaque;Iodixanolum;05909990482436
Visipaque;Iodixanolum;05909990482443
Visipaque;Iodixanolum;05909990482450
Visipaque;Iodixanolum;05909990482474
Visipaque;Iodixanolum;05909990077236
Visipaque;Iodixanolum;05909990077281
Visipaque;Iodixanolum;05909990077298
Visipaque;Iodixanolum;05909990077304
Visipaque;Iodixanolum;05909990080069
Visipaque;Iodixanolum;05909990080076
Visipaque;Iodixanolum;05909990482481
Visipaque;Iodixanolum;05909990482467
Visipaque;Iodixanolum;05909990482429
Levamol injectio 7,5%;Levamisoli hydrochloridum;5909997023168
Midanium;Midazolamum;05909990424818
Midanium;Midazolamum;05909990424832
Midanium;Midazolamum;05909990424825
Lyrica;Pregabalinum;05909990009282
Lyrica;Pregabalinum;05909990009299
Lyrica;Pregabalinum;05909990009305
Lyrica;Pregabalinum;05901878600543
Lyrica;Pregabalinum;05903792743269
Lyrica;Pregabalinum;05909991440329
Dilzem 120 retard;Diltiazemi hydrochloridum;05909990482917
Dilzem 180 retard;Diltiazemi hydrochloridum;05909990483310
Kornam;Terazosinum;05909990484119
Kornam;Terazosinum;05909990484317
Flixotide Dysk;Fluticasoni propionas;05909990484713
Flixotide Dysk;Fluticasoni propionas;05909990484720
Flixotide Dysk;Fluticasoni propionas;05909990484812
Flixotide Dysk;Fluticasoni propionas;05909990484829
Doxar;Doxazosinum;05909990485017
Doxar;Doxazosinum;05909990485116
Doxar;Doxazosinum;05908289660289
Actifed;Triprolidini hydrochloridum + Pseudoephedrini hydrochloridum + Dextromethorphani hydrobromidum;05909990486212
Dostinex;Cabergolinum;05909990486311
Dostinex;Cabergolinum;05909990486328
Dostinex;Cabergolinum;05909990486335
Ibum Forte (o smaku bananowym);Ibuprofenum;05909991040000
Ibum Forte (o smaku bananowym);Ibuprofenum;05909991055868
Borez;Bisoprololi fumaras;05909990996391
Borez;Bisoprololi fumaras;05909991511463
Pluscard;Acidum acetylsalicylicum + Glycinum;05909990487011
Pluscard;Acidum acetylsalicylicum + Glycinum;05909990487028
Pluscard;Acidum acetylsalicylicum + Glycinum;05906071009872
Pluscard;Acidum acetylsalicylicum + Glycinum;05906071009858
Pluscard;Acidum acetylsalicylicum + Glycinum;05906071009865
Harmonet;Gestodenum + Ethinylestradiolum;05909990487110
Harmonet;Gestodenum + Ethinylestradiolum;05909990487127
Aldara;Imiquimodum;05909990491018
Aldara;Imiquimodum;05901878600468
Aldara;Imiquimodum;05903792743313
Aldara;Imiquimodum;05909991444587
Aldara;Imiquimodum;05905591994071
Verospiron;Spironolactonum;05909990488414
Bisopromerck 5;Bisoprololi fumaras;05909990489411
Bisopromerck 5;Bisoprololi fumaras;05909990489428
Bisopromerck 10;Bisoprololi fumaras;05909990489510
Bisopromerck 10;Bisoprololi fumaras;05909990489527
CoAprovel;Irbesartanum + Hydrochlorothiazidum;05909990489817
CoAprovel;Irbesartanum + Hydrochlorothiazidum;05909990489824
CoAprovel;Irbesartanum + Hydrochlorothiazidum;05909990489831
CoAprovel;Irbesartanum + Hydrochlorothiazidum;05909990430192
CoAprovel;Irbesartanum + Hydrochlorothiazidum;05909990430208
CoAprovel;Irbesartanum + Hydrochlorothiazidum;05909990489916
CoAprovel;Irbesartanum + Hydrochlorothiazidum;05909990489923
CoAprovel;Irbesartanum + Hydrochlorothiazidum;05909990489930
CoAprovel;Irbesartanum + Hydrochlorothiazidum;05909990430239
CoAprovel;Irbesartanum + Hydrochlorothiazidum;05909990430246
Hycamtin;Topotecanum;05909990489619
Hycamtin;Topotecanum;05909990489626
Hasceral;Ureum + Acidum salicylicum;05909990492916
Diphereline SR 3,75;Triptorelinum;05909990486915
Naklofen Duo;Diclofenacum natricum;05909990487714
Helicid Control;Omeprazolum;05909990877317
Helicid Control;Omeprazolum;05909990877324
Helicid Control;Omeprazolum;05909990422647
Helicid Control;Omeprazolum;05909991229405
Helicid Control;Omeprazolum;05909991229412
Helicid Control;Omeprazolum;05909991423926
Helicid Control;Omeprazolum;05909991423933
Helicid Control;Omeprazolum;05909991423940
Helicid Control;Omeprazolum;05909991423957
Cetrotide;Cetrorelixum;05909990488919
Cetrotide;Cetrorelixum;05909990488926
Flucofast;Fluconazolum;05909990490516
Flucofast;Fluconazolum;05909990490523
Flucofast;Fluconazolum;05909990490615
Flucofast;Fluconazolum;05907529466339
Mirapexin;Pramipexolum;05909990485918
Mirapexin;Pramipexolum;05909990485925
Mirapexin;Pramipexolum;05909990486014
Mirapexin;Pramipexolum;05909990486021
Mirapexin;Pramipexolum;05909990486113
Mirapexin;Pramipexolum;05909990486120
Zyban;Bupropioni hydrochloridum;05909990490912
Zyban;Bupropioni hydrochloridum;05909990490929
Zyban;Bupropioni hydrochloridum;05909990490936
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771646
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771653
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771660
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771677
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771691
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771707
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771684
Kamiren;Doxazosinum;05909990491315
Kamiren;Doxazosinum;05909990491414
Tussal Antitussicum;Dextromethorphani hydrobromidum;05909990491919
Tussal Antitussicum;Dextromethorphani hydrobromidum;05909990421855
Polcortolon TC;Tetracyclini hydrochloridum + Triamcinoloni acetonidum;05909990492015
Dicloberl retard;Diclofenacum natricum;05909990492213
Dicloberl retard;Diclofenacum natricum;05909990492220
Lipanthyl 267M;Fenofibratum;05909990492817
Lyrica;Pregabalinum;05909990009329
Lyrica;Pregabalinum;05909990009336
Lyrica;Pregabalinum;05909990009343
Helicid Forte;Omeprazolum;05909990921294
Helicid Forte;Omeprazolum;05909990921300
Helicid Forte;Omeprazolum;05909990921324
Helicid Forte;Omeprazolum;05909991229429
Helicid Forte;Omeprazolum;05909991229436
Helicid Forte;Omeprazolum;05909991229443
Nurofen Forte;Ibuprofenum;05909990493715
Nurofen Forte;Ibuprofenum;05909990493722
Nurofen Forte;Ibuprofenum;05909990493739
Nurofen Forte;Ibuprofenum;05909990493746
Nurofen Forte;Ibuprofenum;05909990493753
Efectin ER 75;Venlafaxinum;05909990493913
Efectin ER 75;Venlafaxinum;05909990493920
Efectin ER 75;Venlafaxinum;05909990493937
Efectin ER 75;Venlafaxinum;05909990224432
Efectin ER 150;Venlafaxinum;05909990494019
Efectin ER 150;Venlafaxinum;05909990494026
Efectin ER 150;Venlafaxinum;05909990494033
Efectin ER 150;Venlafaxinum;05909990224449
Krople żołądkowe forte;Preparat złożony;05909990494118
Krople żołądkowe forte;Preparat złożony;05909990494125
Sanval;Zolpidemi tartras;05909990494422
Sanval;Zolpidemi tartras;05909990494415
Cholinex Intense;Hexylresorcinolum + Benzalkonii chloridum;05909990495016
Cholinex Intense;Hexylresorcinolum + Benzalkonii chloridum;05909990419951
Cholinex Intense;Hexylresorcinolum + Benzalkonii chloridum;05909990419968
Cholinex Intense;Hexylresorcinolum + Benzalkonii chloridum;05909990419975
Cholinex Intense;Hexylresorcinolum + Benzalkonii chloridum;05909990569526
Cholinex Intense;Hexylresorcinolum + Benzalkonii chloridum;05909990665969
Captopril Polfarmex;Captoprilum;05909990495214
Captopril Polfarmex;Captoprilum;05909990495221
Captopril Polfarmex;Captoprilum;05909990495238
Captopril Polfarmex;Captoprilum;05909990495245
Captopril Polfarmex;Captoprilum;05909990495252
Captopril Polfarmex;Captoprilum;05909990495269
Captopril Polfarmex;Captoprilum;05909990495320
Captopril Polfarmex;Captoprilum;05909990495313
Captopril Polfarmex;Captoprilum;05909990495344
Captopril Polfarmex;Captoprilum;05909990495337
Captopril Polfarmex;Captoprilum;05909990495351
Captopril Polfarmex;Captoprilum;05909990495368
Deflegmin EFFECT;Ambroxoli hydrochloridum;05909990495917
Deflegmin EFFECT;Ambroxoli hydrochloridum;05909990495924
Zdrój;-;05909990496129
Zdrój;-;05909990496112
Zdrój;-;05909990496136
Oxytocin-Grindex;Oxytocinum;05909990496815
Staloral;Wyciągi alergenowe pochodzenia roślinnego (pyłki roślin);05909990819614
Staloral;Wyciągi alergenowe pochodzenia roślinnego (pyłki roślin);05909990819621
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771738
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771745
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771752
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771769
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771783
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771790
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771776
Ziagen;Abacaviri sulfas;05909990497713
Ziagen;Abacaviri sulfas;05909990497614
Pecto Drill;Carbocisteinum;05909990497911
Pecto Drill;Carbocisteinum;05909990053681
Pecto Drill;Carbocisteinum;05909990498017
Emadine;Emedastinum;05909990491711
Emadine;Emedastinum;05909990491728
Emadine;Emedastinum;05909990002030
Emadine;Emedastinum;05909990002047
Vitaminum E 400 mg Hasco;int-rac-alfa-Tocopherylis acetas;05909990498314
Vitaminum E 400 mg Hasco;int-rac-alfa-Tocopherylis acetas;05909990498321
Ciphin 500;Ciprofloxacinum;05909990499113
Cerebrolysin;Celebrolysinum;05909990813513
Cerebrolysin;Celebrolysinum;05909990813520
Cerebrolysin;Celebrolysinum;05909990813537
Cerebrolysin;Celebrolysinum;05909991410599
Temodal;Temozolomidum;05909990813810
Temodal;Temozolomidum;05909990813827
Temodal;Temozolomidum;05909990716999
Temodal;Temozolomidum;05909990717002
Temodal;Temozolomidum;05909990813919
Temodal;Temozolomidum;05909990813926
Temodal;Temozolomidum;05909990672158
Temodal;Temozolomidum;05909990672165
Temodal;Temozolomidum;05909990814015
Temodal;Temozolomidum;05909990814022
Temodal;Temozolomidum;05909990672172
Temodal;Temozolomidum;05909990672189
Temodal;Temozolomidum;05909990814114
Temodal;Temozolomidum;05909990814121
Temodal;Temozolomidum;05909990672196
Temodal;Temozolomidum;05909990672202
Calcium dobesilate Hasco;Calcii dobesilas monohydricus;05909990814213
Rubital Forte;Althaeae radicis maceratio;05909990814725
Rubital Forte;Althaeae radicis maceratio;05909990814718
Prospan;Hederae helicis folii extractum siccum;05909990815012
Tussal Expectorans;Ambroxoli hydrochloridum;05909990815913
Tussal Expectorans;Ambroxoli hydrochloridum;05909990815920
Tussal Expectorans;Ambroxoli hydrochloridum;05909990815937
Doxyhyklan 40, 400 mg/g, proszek do podawania w wodzie do picia dla kur i świń;Doxycyclini hyclas;5909997020235
Doxyhyklan 40, 400 mg/g, proszek do podawania w wodzie do picia dla kur i świń;Doxycyclini hyclas;5909997020242
Aknemycin Plus;Erythromycinum + Tretinoinum;05909990815517
Savarix;Heparinum natricum + Benzocainum + Intractum hippocastani;05909990815814
Savarix;Heparinum natricum + Benzocainum + Intractum hippocastani;05909990815838
Savarix;Heparinum natricum + Benzocainum + Intractum hippocastani;05909990815852
Savarix;Heparinum natricum + Benzocainum + Intractum hippocastani;05909990815869
Savarix;Heparinum natricum + Benzocainum + Intractum hippocastani;05909990815821
Savarix;Heparinum natricum + Benzocainum + Intractum hippocastani;05909990815845
Omeprazole Genoptim;Omeprazolum;05909990818716
Omeprazole Genoptim;Omeprazolum;05909990818723
Omeprazole Genoptim;Omeprazolum;05909990668779
Pentasa;Mesalazinum;05909990818815
Lorista;Losartanum kalicum;05909990818914
Lorista;Losartanum kalicum;05909990649105
Lorista;Losartanum kalicum;05909990642472
Lorista;Losartanum kalicum;05909990642489
Lorista;Losartanum kalicum;05909990649112
Lorista;Losartanum kalicum;05909990649129
Letrox 150;Levothyroxinum natricum;04013054024379
Letrox 150;Levothyroxinum natricum;05909990820610
Letrox 150;Levothyroxinum natricum;05909990820627
Letrox 150;Levothyroxinum natricum;05909990820634
Inhibace Plus;Cilazaprilum + Hydrochlorothiazidum;05909990820719
Inhibace Plus;Cilazaprilum + Hydrochlorothiazidum;05909990820726
Minirin;Desmopressinum;05909990820818
Robitussin Expectorans;Guaifenesinum;05909990821617
Clotrimazolum Ziaja;Clotrimazolum;05909990821914
Apipulmol;Ammonii chloridum + Kalii guaiacolosulfonas;05909990822010
Kaldyum;Kalii chloridum;05909990822126
Kaldyum;Kalii chloridum;05909990822119
Loxon Max;Minoxidilum;05909990822218
Maxibiotic;Neomycini sulfas + Bacitracinum zincum + Polymyxini B sulfas;05909990666065
Maxibiotic;Neomycini sulfas + Bacitracinum zincum + Polymyxini B sulfas;05909990666072
Maxibiotic;Neomycini sulfas + Bacitracinum zincum + Polymyxini B sulfas;05909990822515
Maxibiotic;Neomycini sulfas + Bacitracinum zincum + Polymyxini B sulfas;05909991230074
Estrofem mite;Estradiolum;05909990823215
Trileptal;Oxcarbazepinum;05909990825714
Unguentum Neomycini;Neomycini sulfas;05909990825912
Unguentum Neomycini;Neomycini sulfas;05909990825929
Unguentum Neomycini;Neomycini sulfas;05909991135089
Castagnus;Agni casti fructus extractum siccum;05909990826919
Castagnus;Agni casti fructus extractum siccum;05909990826926
Artilla;Gestodenum + Ethinylestradiolum;05909990785926
Artilla;Gestodenum + Ethinylestradiolum;05909990785933
Mydocalm forte;Tolperisoni hydrochloridum;05909997010526
Differin;Adapalenum;05909997010571
Naproxen Hasco;Naproxenum;05909990452316
Naproxen Hasco;Naproxenum;05904055004318
Tlen medyczny;Oxygenium;05909990817818
Tlen medyczny;Oxygenium;05909990817825
Tlen medyczny;Oxygenium;05909990615797
Tlen medyczny;Oxygenium;05909990615759
Tlen medyczny;Oxygenium;05909990615766
Tlen medyczny;Oxygenium;05909990615773
Tlen medyczny;Oxygenium;05909990615780
Tlen medyczny;Oxygenium;05909990615711
Tlen medyczny;Oxygenium;05909990615728
Tlen medyczny;Oxygenium;05909991072131
Tlen medyczny;Oxygenium;05909991099145
Tlen medyczny;Oxygenium;05909991099152
Tlen medyczny;Oxygenium;05909991099169
Tlen medyczny Linde;Oxygenium;05909990817917
Tlen medyczny Linde;Oxygenium;05909990817924
Tlen medyczny Linde;Oxygenium;05909990817931
Tlen medyczny Linde;Oxygenium;05909990861552
Tlen medyczny Linde;Oxygenium;05909990861620
Tlen medyczny Linde;Oxygenium;05909990965526
Tlen medyczny Linde;Oxygenium;05909991144470
Tlen medyczny Linde;Oxygenium;05909991353629
Tlen medyczny Linde;Oxygenium;05909991729035
Tlen medyczny Linde;Oxygenium;05909991578053
ReFacto AF;Moroctocogum alfa. Czynnik VIII krzepnięcia krwi ludzki rekombinowany;05909990819317
ReFacto AF;Moroctocogum alfa. Czynnik VIII krzepnięcia krwi ludzki rekombinowany;05909991029067
ReFacto AF;Moroctocogum alfa. Czynnik VIII krzepnięcia krwi ludzki rekombinowany;05909990819416
ReFacto AF;Moroctocogum alfa. Czynnik VIII krzepnięcia krwi ludzki rekombinowany;05909990880805
Prenome;Omeprazolum;05909991203160
Prenome;Omeprazolum;05909991203177
Prenome;Omeprazolum;05909991203184
Prenome;Omeprazolum;05909991203191
Prenome;Omeprazolum;05909991272746
Prenome;Omeprazolum;05909991272753
Staloral;Wyciągi alergenowe roztoczy kurzu domowego;05909990819829
Staloral;Wyciągi alergenowe roztoczy kurzu domowego;05909990819812
Staloral;Wyciągi alergenowe grzybów (grzyby pleśniowe, dermatofity, drożdże);05909990819928
Staloral;Wyciągi alergenowe grzybów (grzyby pleśniowe, dermatofity, drożdże);05909990819911
Minirin;Desmopressini acetas;05909990828319
Minirin;Desmopressini acetas;05909990828326
Lovasterol;Lovastatinum;05909990828517
Lovasterol;Lovastatinum;05909990422159
Proficar;Acidum acetylsalicylicum;05909990828814
Proficar;Acidum acetylsalicylicum;05909990828821
Proficar;Acidum acetylsalicylicum;05909990828838
Proficar;Acidum acetylsalicylicum;05909990828845
Proficar;Acidum acetylsalicylicum;05909990828852
Proficar;Acidum acetylsalicylicum;05909990828869
Proficar;Acidum acetylsalicylicum;05909990828876
Fypryst;Fipronilum;5909990632473
Fypryst;Fipronilum;5909990858873
Fypryst;Fipronilum;5909990858897
Fypryst;Fipronilum;5909990858903
Fypryst;Fipronilum;5909990858941
Fypryst;Fipronilum;3838989731137
Paracetamol Hasco;Paracetamolum;05909991025069
Paracetamol Hasco;Paracetamolum;05909990829910
Paracetamol Hasco;Paracetamolum;05909990875825
Ofloxacin-POS;Ofloxacinum;05909991025052
Acatar Control;Oxymetazolini hydrochloridum;05909990830312
Acatar Control;Oxymetazolini hydrochloridum;05909990830329
Acatar Control;Oxymetazolini hydrochloridum;05909990830336
Strepsils Intensive;Flurbiprofenum;05909990830411
Strepsils Intensive;Flurbiprofenum;05909990422678
Strepsils Intensive;Flurbiprofenum;05909990646517
Strepsils Intensive;Flurbiprofenum;05909990646524
Strepsils Intensive;Flurbiprofenum;05900627091274
Ibuprofen Polfarmex;Ibuprofenum;05909990830718
Ibuprofen Polfarmex;Ibuprofenum;05909990830725
Ibuprofen Polfarmex;Ibuprofenum;05909990830732
Ibuprofen Polfarmex;Ibuprofenum;05909990830749
Ibuprofen Polfarmex;Ibuprofenum;05909990336272
Captopril Polfarmex;Captoprilum;05909990830817
Captopril Polfarmex;Captoprilum;05909990830824
Melatonina LEK-AM;Melatoninum;05909990831715
Melatonina LEK-AM;Melatoninum;05909990076369
Melatonina LEK-AM;Melatoninum;05906720536629
Melatonina LEK-AM;Melatoninum;05906720536636
Melatonina LEK-AM;Melatoninum;05906720537077
Melatonina LEK-AM;Melatoninum;05906720537060
Melatonina LEK-AM;Melatoninum;05906720538098
ProHance;Gadoteridolum;05909990832170
ProHance;Gadoteridolum;05909990832187
ProHance;Gadoteridolum;05909990832019
ProHance;Gadoteridolum;05909990832026
ProHance;Gadoteridolum;05909990832033
ProHance;Gadoteridolum;05909990832040
ProHance;Gadoteridolum;05909990832057
ProHance;Gadoteridolum;05909990832071
ProHance;Gadoteridolum;05909990832088
ProHance;Gadoteridolum;05909990832095
ProHance;Gadoteridolum;05909990832101
ProHance;Gadoteridolum;05909990832064
ProHance;Gadoteridolum;05909990832118
ProHance;Gadoteridolum;05909990832125
ProHance;Gadoteridolum;05909990832132
ProHance;Gadoteridolum;05909990832149
ProHance;Gadoteridolum;05909990832156
ProHance;Gadoteridolum;05909990832163
Sabril;Vigabatrinum;05909990832712
Paracetamol Hasco;Paracetamolum;05909990834211
Paracetamol Hasco;Paracetamolum;05909990834310
Paracetamol Hasco;Paracetamolum;05909990834419
Paracetamol Hasco;Paracetamolum;05909990834518
Seretide Dysk 100;Fluticasoni propionas + Salmeterolum;05909990832415
Seretide Dysk 100;Fluticasoni propionas + Salmeterolum;05909990832422
Seretide Dysk 250;Fluticasoni propionas + Salmeterolum;05909990832521
Seretide Dysk 250;Fluticasoni propionas + Salmeterolum;05909990832514
Seretide Dysk 500;Fluticasoni propionas + Salmeterolum;05909990832613
Seretide Dysk 500;Fluticasoni propionas + Salmeterolum;05909990832620
Controloc;Pantoprazolum;05909990833016
Controloc;Pantoprazolum;05909990833023
Controloc;Pantoprazolum;05909990833030
Controloc;Pantoprazolum;05909990833047
Lyrica;Pregabalinum;05909990009350
Lyrica;Pregabalinum;05909990009367
Lyrica;Pregabalinum;05909990009374
Lyrica;Pregabalinum;05901878600550
Lyrica;Pregabalinum;05903792743252
Phytodolor;Populi folii et corticis extractum + Fraxini corticis extractum + Solidaginis virgaureae herbae extractum;05909990833412
Cepasmel;Allii cepae extractum fluidum + Allii sativi extractum;05909990833627
Cepasmel;Allii cepae extractum fluidum + Allii sativi extractum;05909990833610
Cepastil;Allii cepae extractum fluidum + Allii sativi extractum;05909990833719
Cepastil;Allii cepae extractum fluidum + Allii sativi extractum;05909990833726
Lakcid forte;Lactobacillus rhamnosus;05909990322718
Lakcid forte;Lactobacillus rhamnosus;05909990322725
Lakcid forte;Lactobacillus rhamnosus;05909990068807
Lakcid forte;Lactobacillus rhamnosus;05909990068821
Nifuroksazyd Hasco;Nifuroxazidum;05909990834617
Nifuroksazyd Hasco;Nifuroxazidum;05909990834624
Alutard SQ;Wyciągi alergenowe pochodzenia zwierzęcego (sierść konia, kota i psa);05909990359622
Alutard SQ;Wyciągi alergenowe pochodzenia zwierzęcego (sierść konia, kota i psa);05909990359615
Alutard SQ;Wyciągi alergenowe pochodzenia zwierzęcego (sierść konia, kota i psa);05909990359639
Alutard SQ;Wyciągi alergenowe jadów owadów błonoskrzydłych (osy i pszczoły);05909990359516
Alutard SQ;Wyciągi alergenowe jadów owadów błonoskrzydłych (osy i pszczoły);05909990359523
